filename,num_class_files,num_files_total,filename_length,has_dat_file,class_to_total_ratio,entropy_score,discord_webhook,suspicious_urls,legitimate_connections,data_collection_patterns,token_access_patterns,http_operations_count,base64_usage,network_to_game_ratio,avg_class_name_length,avg_method_name_length,short_class_names_ratio,short_method_names_ratio,total_classes,total_methods,has_mod_metadata,minecraft_api_usage,obfuscation_tools,suspicious_file_operations,filename_entropy,uses_reflection,executes_commands,func_111286_b,discòrd,requestv2,label
e961898aa5f8aa0f378b3fe810c2c1507dec557f65597b53426c28ebddf05e09,0,1654,64,0,0.0,7.087338274520648,0,0,0,0,0,0,376,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.892687164990341,0,1,0,0,0,1
034fef19cc71b7991ee4ef73561cbed91c62a9a1bbbc2328d3fddeae4afb54b5,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8452136274541524,0,0,0,0,0,1
282d679d5534ec0da621dfca03872291ab74798babe74a84c8e474ee87f6c806,0,4,64,0,0.0,5.013234103101505,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8764636274541524,0,0,0,0,0,1
11fda4c8a664408e930e07d16cb4a043b5f54a489c12a356a310a074b1222901,0,10,64,0,0.0,6.249247621853981,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8323610800933277,0,0,0,0,0,1
194a4304dc9193440191be54d4528f113ddcc2ed5c009c09cb2e223a409c1f94,0,2,64,0,0.0,4.013016610211679,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.592638673760707,0,0,0,0,0,1
3b4af404b5ba218df7ba3317674f6fb6d4ba0f29bc2bcdc726fc731e84f453a6,0,66,64,0,0.0,5.44036053081274,0,0,1,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.79294834670499,0,1,0,0,0,1
e1f2fd1b21e1cfc9fa1af1163dab72b4696c02975ca7964ca2a51c88c2e15098,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8094675322542364,0,0,0,0,0,1
57de6e003c631006dae654c2b044f1109915654e5458fd851b0c559f90ecde51,0,4,64,0,0.0,5.023172219899368,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.715421884241178,0,0,0,0,0,1
ff8efc9c769f81fbbeb71010a72b994b8abdb3c3ab2397f93814fc2d7055e047,0,2,64,0,0.0,4.95107331748633,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.848584617629516,0,0,0,0,0,1
e224ccda4da703028578dca62306a5677bb12afc440bc95640338551414d8c72,0,4,64,0,0.0,5.023333041252256,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8340723224198237,0,0,0,0,0,1
44fe818bef753f64f250bcee2279a6a3b2d5c96c9b1b232c1f5f65bb4c1e4ae6,0,4,64,0,0.0,5.026432958951055,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.829936970755911,0,0,0,0,0,1
ae1783453616ca857a571fbe2bb1730d0abcfa30c0e529c64af74618f0a71082,0,4,64,0,0.0,5.023121148444432,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8680395004082118,0,0,0,0,0,1
aaba4f3ee3c913e0a632fda67171da56a87c4cab7506a5238e7151916ebc969d,0,8,64,0,0.0,5.467934855950845,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.845506696105124,0,1,0,0,0,1
0f359450e399eff8b4b9ae323a4e7a6569426735f3824a13756972f1b10d2606,0,79,64,0,0.0,5.3106914666548946,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8028223224198237,0,1,0,0,0,1
709cf7347b6ad4b80ddb7bc63e6916173fe98652d38dfe68ad077f34de0c1dfe,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
9b06f513705fd1f58888d74326cfb7c37daa41855e977ceb103e929398dab233,0,421,64,0,0.0,0.025992010684539744,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.9114882355820613,0,0,0,0,0,1
4c7d1c638f7d679e0356cf63774f39abef984a6073e0698b21769fbaef1c7162,0,429,64,0,0.0,0.025346279430848755,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.83588291462472,0,0,0,0,0,1
55fe98fd48f18adf88633e661bd923ea0c5f36906af136173c410e7991368606,0,4,64,0,0.0,5.016600255263298,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7721181646673116,0,0,0,0,0,1
b50e458010866297cf5d3c66a5df333256c9ca6fad5482d5cacbda63ff08ba3c,0,2,64,0,0.0,5.474426528372343,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.770264698045873,0,0,0,0,0,1
ef961c7f9b2e31e2591a71ffd0dbc2c6cfe36819fa82849c04dfdf70f9fe6fe2,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
8081b470b90395f8e002ed6807f84b5c5fe2be5dc2fdb6821e2dfbb74665e7fa,0,8,64,0,0.0,5.415983448425914,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8177382355820613,0,1,0,0,0,1
ec72bd7ff874dd07c2518b37995b369b6569b0312e2a11409ced84cd4ac1761c,0,5,64,0,0.0,4.589350855521257,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9198018133264285,0,0,0,0,0,1
df8d58b3fe317e2b06d1970bf69bbab21160cd8e0f2eb67e7192f1409e055832,0,79,64,0,0.0,5.3103650483643365,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8295333528033657,0,1,0,0,0,1
9530d49197932cc7f169dae3f953e00dc9cf3625eb74e0e335701d3e3fd8c8d4,0,2200,64,0,0.0,7.048843812100767,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.782352883918149,0,1,0,0,0,1
acb5e0a1b1b18d85acdef96bcfd74393f846323cd95a6c78a996677c8fd61528,0,2,64,0,0.0,4.025491245739261,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8850273994329494,0,0,0,0,0,1
66af5dcf0aaa291af35776c1f2683b5a5a455b5c4ef26a997b9739f5d3141154,0,3,64,0,0.0,4.306331468414384,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.763551813326428,0,0,0,0,0,1
1f10ea65aa76d23a7ab1a2ce1c9ba4bf215e53f76c7d4c96dc539a872f2ea772,0,1332,64,0,0.0,4.835705531771024,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.813602883918149,1,1,0,0,0,1
1575826baa7c2a340ec94cd065d163fe6d272a9c6bf7457fa4f3142e02fe7085,0,79,64,0,0.0,5.506248579256138,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.916681017385495,0,1,0,0,0,1
006ed9869de97e8d1c0d80c31c0f4252cb8601db23c2e7749803023bc7ea5229,0,4,64,0,0.0,5.028278414918789,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8146174396411276,0,0,0,0,0,1
6ad853d78fbe8af6bd7c72074c2db5324058e975a439c8a7d7b91f9d57c48906,0,13,64,0,0.0,6.679156824765171,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8747926801821118,0,0,0,0,0,1
167e8b53c7c1959f05a788d95982ff056591146e7b9711cd9e041347cf21db34,0,122,64,0,0.0,0.09020004132720022,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8562443831869078,0,0,0,0,0,1
17bff9f702b9f5486d19eab9dc6b9b9d21fbad3b08b717a742152a962940d523,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
7058923f62ef66b9a9d589dae9d1d581f5c692c4a38511e1820587a730576f65,0,421,64,0,0.0,0.025967732450081885,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.837443312595187,0,0,0,0,0,1
3b4e99bc5170e05f42f16d8ed4555157ef2ffa784fc5265a1378d04356512932,0,172,64,0,0.0,5.449729687291023,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.854181017385495,0,0,0,0,0,1
e0b6c83aa3aeff6d7d5fb4b5863cc94ca6158e12fd049d6863322bafb244a41d,1,8,64,0,0.125,5.472316427642758,0,0,0,0,0,0,0,0.0,4.333333333333333,0.0,0.0,0.0,3,0,0,0,0,0,3.8869914153559617,0,1,0,0,0,1
9c74cd9b9f8206e4febecb3549b3fe99d5d3b2dd34929c7a5091738d3d954cf5,0,1332,64,0,0.0,4.843887186369597,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.7448612920362816,1,1,0,0,0,1
bd82639530ab81bc37e5c31bd6051a75684f6ac42818ddc4a32acb8fc2f8f3b7,0,68,64,0,0.0,4.874320437984151,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.854683985216441,0,0,0,0,0,1
6028aeb7422ff7ca8f825a7e5a932f646fe21cfecbadd7048303ec0c5b7636be,0,4,64,0,0.0,5.027130861313125,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8675365325772657,0,0,0,0,0,1
6344fb75b14688d1dd38c4fec85264d87c633855e9c2d2a4f9af935bd6703584,0,10,64,0,0.0,5.890321912726761,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.836539306173782,0,0,0,0,0,1
3363069b27a4dc29a17b9748a009cd56a019111f6d493569b3fdb5f1603f3ce8,0,10,64,0,0.0,5.8788068300735254,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8601295406163905,0,0,0,0,0,1
0deefa45fd344816ed90ec4d86967fc4c5f1087829749522decd3eb397e95623,0,4,64,0,0.0,5.028904670876227,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.86037973485082,0,0,0,0,0,1
ac3618ac4a7896faa1a76a50d0a58e6f59306551cdc597bed08e9e9afc00c530,0,4,64,0,0.0,5.0176024890195094,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7135033220967943,0,0,0,0,0,1
eb09ec194ef0b28953dfbc6acf26861e3b4faba93021fb1ef8062d73ac9762ec,0,6,64,0,0.0,5.218009585551665,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8793316497985697,0,0,0,0,0,1
dee64cc52cc7f9dd64cfd96ccb2d6f365d9d9ca23185a7a854365571ca5fc252,0,433,64,0,0.0,0.02531520720985323,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.683518072054203,0,0,0,0,0,1
944bb18aba02ad5d19cbc1f7770a19444473d148a06bdfb599497c1a3d4d9c89,0,2,64,0,0.0,5.189339545354386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.6611274920460577,0,0,0,0,0,1
fb902b15d5769548c376d72807f10435285877ce33e434c53c5ea817865501c3,0,6,64,0,0.0,4.986430171282997,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.7934941889524776,0,0,0,0,0,1
c5b241abae09a6b64152876dd51f241b6d634ac0efce16d3b6e2c5620dff7a67,0,355,64,0,0.0,5.722978433748489,0,0,0,0,0,0,3,0.0,4.0,0.0,0.0,0.0,1,0,0,0,0,0,3.8423859001641905,0,0,0,0,0,1
b26bf18dde736a63fe0a0e013135d77e601f8fe0065de998eb5cbaeeb908d8e1,43,1784,64,0,0.024103139013452915,5.007190686761525,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.7197106596232064,1,1,0,0,0,1
95af00b8c24c310cfc52eb2aeb16832e1cd3e37311a8bb3e8755b6db4abad90d,0,3,64,0,0.0,5.046767234799783,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.875807235905091,0,0,0,0,0,1
56c42ae3c5e5f565d53ea345419912aff8c61c7d51de3ff73255e3a720f59946,0,4,64,0,0.0,5.019224238272347,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.715738854805814,0,0,0,0,0,1
993b27eb1194b953d2e9f83a19446241d75cadf11f11a126be273e4aba40e159,0,1,64,0,0.0,4.3123781222615465,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.752521057593673,0,0,0,0,0,1
da94bc09b989972fdcefb35d7e4755d3b39f8509c4c81c0a6c310b67fe2d4347,0,4,64,0,0.0,5.017875874753713,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.895011924449357,0,0,0,0,0,1
0785a5dd610e945c0e3faa98e77b854f0a6fc378cddbf3cfadac8168c1942af7,0,1,64,0,0.0,4.3123781222615465,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.876102883918149,0,0,0,0,0,1
988d043241049466ad9b0bd6e0644f1ecbfcdc81cfae60cc3700fc9bf158f7ab,0,4,64,0,0.0,5.031510344221143,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8273191426459237,0,0,0,0,0,1
5f897fec78e2fd812eb3bc451222e64480a9d5bc97b746cc0468698a63470880,0,192,64,0,0.0,4.974570322393483,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8834670014624826,0,1,0,0,0,1
84fe7e8eb3c2b39dd5603d66b212c7ecf490bed774d7fe7700d448695d39587c,0,4,64,0,0.0,4.389353300129755,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7963193368803534,0,1,0,0,0,1
87ee94313ab8931ac06b7ed1e0aa30929aece90c32ffd937840c0ee6a7265f27,0,133,64,0,0.0,5.572926440725302,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8333079609312746,0,1,0,0,0,1
a469607d0cf5285e85bd4faff17cb1f393ea6d8f6002a99536c189b669681763,0,435,64,0,0.0,0.02510812645808034,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.872217726488666,0,0,0,0,0,1
859964724a3c1a58e4bfb7ee88c0b23ad84257982fab25464405be92edb2bb33,0,2,64,0,0.0,4.024480667665245,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.800204494309836,0,0,0,0,0,1
6e46ab852d0afb49aa1f51a82b4a0fe1d7b34b7384d0722816b677068674ebe9,0,433,64,0,0.0,0.025244554876427735,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7998437507738325,0,0,0,0,0,1
6b611407f6cc9dd96a370f5411732f627168fd81ea0fc98544e357a11b8349b7,0,172,64,0,0.0,5.4491280218512195,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.8942475629608078,0,0,0,0,0,1
7dbd3729dd6c23e0329158520fa3cfcd3d78126f901aacad8a249a2166638fcc,0,79,64,0,0.0,5.507104641752045,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.7976295406163905,0,1,0,0,0,1
05fab8e86e7d9d7d5231322af830e3a0249d82465431aab9118f8ec808f0b8b3,0,4,64,0,0.0,5.00987324046165,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.857301813326428,0,0,0,0,0,1
434902272c8d02754bbdfa37915745af55e0b59f2e8193bea6a66a025c14f7ba,0,4,64,0,0.0,5.011963152082594,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8981327203902905,0,0,0,0,0,1
b4a2023140db8262381afc84a52b07c56de4caf859a46f594dc9ac472eacea8d,0,79,64,0,0.0,5.505391895297069,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8623437507738325,0,1,0,0,0,1
9b2552d86dd6f057161f70ce163a2176c188ec3acbda6eaa67d723ccd387a51f,0,79,64,0,0.0,5.3101318856206285,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.7701541487442993,0,1,0,0,0,1
160923b5ed171fbb2fa0e2279b32b412764f6917b9331e1afa8a99eb1520775a,0,133,64,0,0.0,5.572832759493309,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7156746578376945,0,1,0,0,0,1
107afa6eac87fab411bafb6c5a8be317af6203b2a8c31e2c01a0294eb09f972c,0,200,64,0,0.0,5.173727776889134,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.7655158292494404,0,0,0,0,0,1
049f848d22d25df54ba583f388411250ca386fe32a0bc20c62cc3f480c342aff,43,1784,64,0,0.024103139013452915,5.004117453693613,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.6844246578376945,1,1,0,0,0,1
7157bb576a086d98e393b3b997d27e6fd68ddfb43cdacb85cd4fd1b145fb1a92,43,1784,64,0,0.024103139013452915,5.008200991282972,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.851813383509937,1,1,0,0,0,1
273a65c28cbbd77fa0ed7efa402e40cf54aa12d4d6b6fd6d55453989f32e0540,0,4,64,0,0.0,5.009400612107785,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8869914153559617,0,0,0,0,0,1
035c22b0167d3b8f63699e37bd8bc48e805308752238e9b0ccf26fcce0bed838,0,64,64,0,0.0,4.824076384407603,0,0,1,0,0,0,0,0.0,3.009677419354839,5.0,0.0,0.0,930,25,0,0,0,0,3.7316480011394533,1,0,0,0,0,1
3a2d31eb696b7d885e6e9ca633bddd2672950f65d8349577ecb44413366571d1,0,79,64,0,0.0,5.505356758805807,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8119996115311405,0,1,0,0,0,1
5a82e101668b43070358bb357e8f0c3988e0aade37c7f66e614294d97d01f0f2,0,4,64,0,0.0,5.016280895046346,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.923686970755911,0,0,0,0,0,1
46b71a09b974ac6534cb7d9ac5e091da6f98936eee3fce685ddba302cdb0e1aa,0,273,64,0,0.0,5.122053154460342,0,0,1,1,0,2,1,0.6666666666666666,3.0121703853955375,0.0,0.002028397565922921,0.0,493,0,1,3,0,0,3.872982087977215,0,0,0,0,0,1
0637b702870e95dbf7d13ed74608f0fb25d8c6524104aa0ab9886672e5a9a180,0,102,64,0,0.0,0.1072611868247508,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8747926801821118,0,0,0,0,0,1
909a19d0de5476e249c133f73c4afa288982d05dcf4ca597fa8357d93f435c47,0,737,64,0,0.0,5.267365128006772,0,0,1,0,1,3,8,3.0,3.0,0.0,0.0,0.0,1,0,0,1,0,0,3.783771057593673,0,1,0,0,0,1
f1be54a2bd58100905ae9d8525675289ea10debf8e446fe814d14b96f05b9318,0,4,64,0,0.0,5.022670840859268,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.767436970755911,0,0,0,0,0,1
7a11f106c159e995601f6acf7cb5bf9a78f9e766a97eb63502cb9666febc7a6e,0,9342,64,0,0.0,5.188729741197948,0,0,0,0,1,3,179,3.0,3.1223021582733814,5.0,0.006166495375128468,0.0,973,25,0,0,0,2,3.5829155424019024,1,1,0,0,0,1
d2e3b23ca460abd3f747d6ce050da7b5b42cdda316ee4be7727391fdd65291a3,0,2,64,0,0.0,5.145644448587655,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8050365325772657,0,0,0,0,0,1
eb51ad2218a1759fd60f956739cbb885eb2ed2422ff23659b97c2547f81cec7b,0,11,64,0,0.0,4.162892716909453,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8537773994329494,0,1,0,0,0,1
72ab6971f87a00f676f85ed484f01c210cb68eb3f907563152366bf3467a7023,0,171,64,0,0.0,5.449631254189927,0,0,0,0,0,0,1,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.835229102437745,0,0,0,0,0,1
4727ba4b70a805375b9e7d80de8edffb71478af153d8a3f44cc48b43177fb344,43,1784,64,0,0.024103139013452915,5.008853566751252,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.6825463907477656,1,1,0,0,0,1
9f396dbcac9551ef1319e43ace32c0f71f808dd91c13193c1ac06f1acc1aaaf3,0,79,64,0,0.0,5.505295902570459,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.6197533220967943,0,1,0,0,0,1
ddb8ab6024abb8a8dc188247bcb27a3cfd861df8cfad88e1701f9aff393fad6d,0,81,64,0,0.0,5.0647145930226305,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.681849704144249,0,1,0,0,0,1
3c23dda474044c9befac987da06ce3cd89813281fd69c69f795115f89b6222ff,0,12,64,0,0.0,5.733560239826203,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.890472954832899,0,0,0,0,0,1
34459d747e9bdae92b2a42469c15d465e74980b228d741050f706b97573f778d,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
24309a7fbb6de42286bd8499b2f4aec7c01e57db9df688260e51726aaccdb306,0,4,64,0,0.0,5.035921869577842,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9235335470377954,0,0,0,0,0,1
fc432944ebbae6ab86669c45f5440eeeac431192d4470bc3f90bdf4b67417320,0,2,64,0,0.0,5.246716177399303,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.815588222392739,0,0,0,0,0,1
3ad7ba6f6ea9bb8acc555384a9280a7b70199e45fadbeb2c2027750d465c7cd7,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8601295406163905,0,0,0,0,0,1
7b696115041a6e3ba6f5fdc11246a43c56270f3c43cd13adbcf537362a1406b2,0,589,64,0,0.0,5.009102980436944,0,0,0,0,0,0,14,0.0,3.0205761316872426,5.0,0.0,0.0,972,26,0,0,2,0,3.743803861896761,1,0,0,0,0,1
76ac0727d150dc0f3457664dea00300fa4f163f8b54d5d8d191fffe0606f7ed0,0,4,64,0,0.0,5.032716102769966,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.714768072054203,0,0,0,0,0,1
3d7cb81481769090068a49d5005a327b1b1b11226de0d9e15da10b6eb3e0b897,0,4,64,0,0.0,5.011706562957809,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7517138216885826,0,0,0,0,0,1
4f158f6b80d43686c5896e210b06e1dae5b55d8d991c8819880cc1258ef8c952,0,79,64,0,0.0,5.311208427597586,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.6826782626009176,0,1,0,0,0,1
c05d4a19d1910f41c9c7a081c8f1367967713b0653c7e61d400f4459ca54b688,0,4,64,0,0.0,4.9798262992093285,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7753469305477325,0,0,0,0,0,1
01af2c7362882c9f8ce3e88407560b4658dc2b65519790550e4f99588025bf35,0,160,64,0,0.0,5.0605177380643855,0,0,0,0,0,1,0,1.0,3.0,5.0,0.001034126163391934,0.0,967,26,0,0,0,0,3.796362211296895,1,0,0,0,0,1
5a4ad96a02cd36c3bedbc7e54a95c60165f72e398b59606d86d3990bd833a6b7,0,3,64,0,0.0,5.2377410926026124,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8183920477690365,0,0,0,0,0,1
9cab0f4c7e9dc3a944a9ee627b0a9f3f7b723aede0897e43b5652339d924f6f8,0,107,64,0,0.0,0.10260283001306657,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8050365325772657,0,0,0,0,0,1
c54e243a7bffa197df7af451974f84db22a0e6f0913f0d03f58e8b1a983bfbbf,0,5,64,0,0.0,4.54715025070996,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.828626767019874,0,0,0,0,0,1
8e2e0e4d522edcf7d684033181c96b5f91f1f300c146df84c253d812b1e72833,0,4,64,0,0.0,5.034481076390066,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8043827203902905,0,0,0,0,0,1
bc9a2a405326685130143b230720469ff9e1a294157748f7ccae56faf5d15887,0,79,64,0,0.0,5.310548592670983,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.907460853857636,0,1,0,0,0,1
9c5dea65b7bf3d1e5a50753703305a16d0d97028d67ca136bf60316fa34ce927,0,4,64,0,0.0,5.025838731998314,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.833057766696845,0,0,0,0,0,1
e4e3fdddf9b2c446e680990643d3c16e2362b0fc2405a29938790c0f8436cddd,0,1,64,0,0.0,6.248633931940321,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7628980011394533,0,0,0,0,0,1
b2a95d166a30ec02fe17bf3ccfc26a4f1231e24717f52a33341c5d9ae90197e8,0,2,64,0,0.0,5.147277370390688,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.872982087977215,0,0,0,0,0,1
5af01504959b39b2f98ae92238fff4d9580eaa1d61a555da6b3e697dbcb1bbd8,0,79,64,0,0.0,5.311104844797829,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.820969580824569,0,1,0,0,0,1
