filename,num_class_files,num_files_total,filename_length,has_dat_file,class_to_total_ratio,entropy_score,discord_webhook,suspicious_urls,legitimate_connections,data_collection_patterns,token_access_patterns,http_operations_count,base64_usage,network_to_game_ratio,avg_class_name_length,avg_method_name_length,short_class_names_ratio,short_method_names_ratio,total_classes,total_methods,has_mod_metadata,minecraft_api_usage,obfuscation_tools,suspicious_file_operations,filename_entropy,uses_reflection,executes_commands,func_111286_b,discòrd,requestv2,label
RoguelikeDungeons-2.1.1-1.21.6-fabric,0,391,64,0,0.0,5.187862456688793,0,0,0,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1,0,0,1,1,0,4.195675662809303,0,0,0,0,0,0
Structure Collection FABRIC 1.19.4 1.0,0,1,64,0,0.0,5.001040876039713,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.293594289588575,0,0,0,0,0,0
basicskyblock-2.1-entity,0,11,64,0,0.0,5.263619068697972,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.9182958340544896,0,0,0,0,0,0
Skyblock 1.20.2 1.0.0,0,1,64,0,0.0,4.960742380320259,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.403989446485262,0,0,0,0,0,0
Vae Cafe Collection 2,0,426,64,0,0.0,4.529585213546354,0,0,1,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1,0,1,2,0,0,3.558518613048906,0,0,0,0,0,0
skyblock-mod-1.10.8+1.21.4,0,67,64,0,0.0,5.384038753615188,0,0,1,0,0,0,12,0.0,2.5,0.0,0.5,0.0,4,0,1,1,0,0,3.8542858719872464,0,0,0,0,0,0
dungeons_plus-1.3.0-forge-1.20.1,0,102,64,0,0.0,6.057367896200244,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.015319531114783,0,0,0,0,0,0
naughthirium-2.3.0,0,26,64,0,0.0,5.163395018150694,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,3.725480556997868,0,0,0,0,0,0
the_pit-1.0.0-forge-1.19.2,0,35,64,0,0.0,5.879429953982507,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7962176025900565,0,0,0,0,0,0
sky-void-nullscape-1.0.1+nullscape-1.2.8,0,74,64,0,0.0,4.51333903601049,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,4.184183719779189,0,0,0,0,0,0
A Collection Of Random Stuff - 1.4b1,0,9522,64,0,0.0,4.662204233903264,0,0,1,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,4.2527152789797045,0,0,0,0,0,0
Skyblock Infi-Crea 1.3.0,0,177,64,0,0.0,5.012425515408145,0,0,1,0,0,1,1,0.5,3.0,0.0,0.5,0.0,2,0,1,2,1,0,4.334962500721156,0,0,0,0,0,0
SkyBlocks+ 1.4.3-r,0,251,64,0,0.0,3.8045482767971572,0,0,1,0,0,1,39,0.5,4.45,2.0,0.5,1.0,20,1,1,2,2,0,3.9477027792200903,0,0,0,0,0,0
Granny's minions 1.2.4,0,598,64,0,0.0,4.547533379514943,0,0,1,0,0,0,0,0.0,3.0,0.0,0.3333333333333333,0.0,3,0,1,2,1,0,3.7321588913645702,0,0,0,0,0,0
fdlib-1.0.1-1.21.1,0,426,64,0,0.0,5.116579438882396,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,0,1,1,0,0,2.9693894195291564,0,0,0,0,0,0
§aFurf§bSky §6Reborn §f§lFULL§r §71.21.5§8,0,7280,64,0,0.0,5.198031000966316,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,4.3087513512471665,0,0,0,0,0,0
Starlevka's Skyblock Modpack,0,10,64,0,0.0,5.954089101249612,0,0,1,0,0,2,12,2.0,1.9,2.0,0.8,1.0,10,1,1,1,0,0,3.994680368408909,0,0,0,0,0,0
wilescollection-1.20.1-neoforge-1.4.13,0,645,64,0,0.0,4.983781809594164,0,0,1,0,0,0,0,0.0,3.0,0.0,0.0,0.0,292,0,1,0,0,0,3.9976702764876135,0,0,0,0,0,0
SkyblockBuilder-1.20.1-5.1.27,0,220,64,0,0.0,5.168175542324301,0,0,1,0,0,2,0,1.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,4.142295219190901,0,0,0,0,0,0
BetterWithPatches-0.6.16+BOOTLEG,0,255,64,0,0.0,5.263271504666127,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,4.288909765557392,0,0,0,0,0,0
HYPIXEL SKYBLOCK 1.8.9 1.0.0,0,6428,64,0,0.0,5.386622590322593,0,0,1,2,0,0,0,0.0,7.565217391304348,0.0,0.043478260869565216,0.0,23,0,0,0,1,0,3.994680368408909,0,0,0,0,0,0
JEIModelBridge-21.1.0,0,6,64,0,0.0,5.337451295170271,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.011365041826379,0,0,0,0,0,0
Crafty's Collection 1.0.1,0,125,64,0,0.0,4.574322165429285,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,4.083856189774725,0,0,0,0,0,0
Patched-7.4.1+1.21.1-neoforge,0,107,64,0,0.0,5.123810839464524,0,0,1,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,0,0,1,0,0,4.004364184708142,0,0,0,0,0,0
abandoned_cabin002,0,22,64,0,0.0,5.099764677549846,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.3082708345352603,0,0,0,0,0,0
citresewn-1.2.1+1.21,0,82,64,0,0.0,5.2770695299798716,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,3.484183719779189,0,0,0,0,0,0
porting_lib-2.3.8+1.20.1,0,43,64,0,0.0,7.117113971970484,0,0,0,0,0,0,0,0.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,4.001629167387823,0,0,0,0,0,0
TheDungeons-4.0.9,0,178,64,0,0.0,5.214858671016347,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,2,0,0,0,0,0,3.7345216647797517,0,0,0,0,0,0
iaf_patcher-1.0,0,17,64,0,0.0,5.1312815038601505,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,3.773557262275186,0,0,0,0,0,0
Film Making 1.0.0,0,45,64,0,0.0,4.574498754080621,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,3.6168746059562222,0,0,0,0,0,0
ships-3.0.4,0,104,64,0,0.0,5.235197605581641,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.095795255000934,0,0,0,0,0,0
COATVFMIL 1.0,0,170,64,0,0.0,4.485499659059585,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,3.7004397181410926,0,0,0,0,0,0
dungeon_generator,0,9,64,0,0.0,4.689905636545736,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.175123135113461,0,0,0,0,0,0
Music Collection 1.21.4 - JS&B,0,115,64,0,0.0,4.338154411096567,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,4.240223928941852,0,0,0,0,0,0
toxsky-0.0.4,0,96,64,0,0.0,5.027936039076379,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.2516291673878226,0,0,0,0,0,0
lodestone-1.21.1-1.7.1,0,469,64,0,0.0,4.96929019889395,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.2953570516174424,0,0,0,0,0,0
Anthrax101's Remastered Pitcher Plant,0,23,64,0,0.0,5.017955903605518,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.121219243831912,0,0,0,0,0,0
IngredientExtensionAPI-fabric-1.18.2-2.0.9,0,12,64,0,0.0,5.098342635438095,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,4,0,0,1,0,0,4.433634982148036,0,0,0,0,0,0
Blockgame Patches 1.2.0,0,4,64,0,0.0,4.689838185370354,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,4.088779347361361,0,0,0,0,0,0
industrial-foregoing-1.20.1-3.5.20,0,1961,64,0,0.0,4.891013810975436,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,4.160704752887783,0,0,0,0,0,0
tbspatch-1.1.1,0,30,64,0,0.0,5.172011417025113,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,3.1820058147602137,0,0,0,0,0,0
Better Skyblock 1.21.5 v1.2.2,0,8364,64,0,0.0,5.451834277899333,0,0,1,2,0,22,0,10.0,7.4,14.0,0.0,0.0,25,4,1,1,1,0,3.8833374604210062,0,0,0,0,0,0
the-full-story-1.0.0,0,10,64,0,0.0,4.489001713336085,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.684183719779189,0,0,0,0,0,0
Death Collection 1.5,0,124,64,0,0.0,5.2981122426669724,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8219280948873626,0,0,0,0,0,0
Quicreate Sky,0,328,64,0,0.0,4.631276702909716,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,3.546593564294939,0,0,0,0,0,0
Sci-Fantasy MC 1.8.0,0,92,64,0,0.0,4.3077202289125,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,4.021928094887363,0,0,0,0,0,0
htprofileviewer-0.0.1,0,12,64,0,0.0,5.428387286310731,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,3.7849418274376427,0,0,0,0,0,0
big-globe-dungeon-now-loading-compatibility-1.0,0,6,64,0,0.0,4.688228440911214,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.017592448325988,0,0,0,0,0,0
Skyblock Evolved 1.0.2,0,17,64,0,0.0,4.628060020720245,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9139770731827523,0,0,0,0,0,0
picklesclientsideutils-0.0.1,0,16,64,0,0.0,5.21905609459889,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,3.7264741182543752,0,0,0,0,0,0
shriekier-shriekers-0.2.0-2-32f36688-1.20.1,0,244,64,0,0.0,5.126530347450974,0,0,0,0,0,0,13,0.0,4.0,0.0,0.0,0.0,1,0,0,2,0,0,3.801280964447977,0,0,0,0,0,0
Simply Skyblock,0,1,64,0,0.0,5.212995250358435,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.3735572622751855,0,0,0,0,0,0
rhizome-1.0.0-1.21.5-fabric,0,268,64,0,0.0,5.519954502557357,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.8841550945958043,0,0,0,0,0,0
Create Resource Regrowth,0,11,64,0,0.0,4.008461530367684,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.569773835029478,0,0,0,0,0,0
awesomedungeonend-forge-1.21.4-3.1.1,0,45,64,0,0.0,5.011011294668957,0,0,1,0,0,0,0,0.0,3.0,0.0,0.0,0.0,2,0,0,0,0,0,3.8956388075276673,0,0,0,0,0,0
§6Bingo§c+§8 (July 2025),0,1230,64,0,0.0,4.995881880478389,0,0,1,0,0,0,0,0.0,0.0,8.666666666666666,0.0,0.0,0,3,0,0,0,0,4.220175521464345,0,0,0,0,0,0
SkyblockCreator-1.3.0-ALPHA+1.20.1,0,29,64,0,0.0,5.476587161945493,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,4.35937791471612,0,0,0,0,0,0
RatAddons-v0.2.1,0,16,64,0,0.0,5.204246053961978,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.75,0,0,0,0,0,0
Terralith_andesite_patch,0,7,64,0,0.0,4.795285139451869,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.6572682296173893,0,0,0,0,0,0
awesomedungeonnether-forge-1.21.4-3.1.1,0,54,64,0,0.0,5.004691587571581,0,0,1,0,0,0,0,0.0,3.0,0.0,0.0,0.0,2,0,0,0,0,0,4.009134590379753,0,0,0,0,0,0
sniffers-1.1.0-neoforge-1.21.1,0,203,64,0,0.0,4.543365783303435,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.5110804962442783,0,0,0,0,0,0
easyweapons-1.0.0,0,27,64,0,0.0,4.3933002543925275,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.499227547132693,0,0,0,0,0,0
§8[§21.8.9§8] §eimproved §6neu §eslot locks,0,3,64,0,0.0,5.495355827046297,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.332786847524101,0,0,0,0,0,0
ProceduralDungeon-1.1.0,0,41,64,0,0.0,5.127858799379298,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9148663038831,0,0,0,0,0,0
dungeons-and-taverns-stronghold-overhaul-v2.3.1,0,553,64,0,0.0,6.416836222490664,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.028022767382862,0,0,0,0,0,0
SkyblockTweaks-1.0.6-BETA3,0,2090,64,0,0.0,5.1499136184136685,0,0,1,0,0,35,60,8.75,4.842592592592593,9.5,0.23148148148148148,0.0,108,2,0,4,1,0,4.286790198827113,1,0,0,0,0,0
SkyblockCreator-1.3.0-ALPHA+1.19.4,0,29,64,0,0.0,5.479375988244054,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,4.418201444127885,0,0,0,0,0,0
§5§lNBTpack §fUltimate §6Collection,0,2340,64,0,0.0,5.808552460676962,0,0,1,0,0,2,0,2.0,0.0,2.0,0.0,1.0,0,1,0,0,0,0,4.193429088311724,0,0,0,0,0,0
Forgotten Hallways 1.21,0,72,64,0,0.0,6.640071066410297,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.001822825622231,0,0,0,0,0,0
sdobdatapack-1.0.0-datapack-1.20.1,0,10,64,0,0.0,4.365536098896817,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.601306223221492,0,0,0,0,0,0
standard-skyblock-2.0.4,0,1408,64,0,0.0,6.038455122766061,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,4.001822825622231,0,0,0,0,0,0
Tomma's Fantasy Collection 1.1.8a,0,589,64,0,0.0,4.82867177697606,0,0,1,0,0,0,0,0.0,0.0,14.782934131736527,0.0,0.0,0,1336,1,0,1,0,4.0895524525606675,0,0,0,0,0,0
CITResewnJSONLagPatch-1.1.3.2+1.20,0,77,64,0,0.0,5.277757728582897,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,4.535848502951414,0,0,0,0,0,0
citresewn_neopatcher-1.1.0-1.2.2,0,9,64,0,0.0,5.389249648892974,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,3.9764097655573916,0,0,0,0,0,0
ssu-1.0.4,0,14,64,0,0.0,5.114177809400224,0,0,0,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1,0,0,1,0,0,2.725480556997868,0,0,0,0,0,0
Dungeon Tooltips [Big],0,7,64,0,0.0,4.457343124957503,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8796640049025943,0,0,0,0,0,0
Skyblock Dark UI 1.3.for 1.21.5,0,202,64,0,0.0,4.879493983223272,0,0,1,0,0,0,0,0.0,4.0,0.0,0.6,0.0,5,0,1,0,0,0,4.002268084440845,0,0,0,0,0,0
SkyBlock Plus 1.0.1,0,2,64,0,0.0,4.855422159781956,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7216117239699016,0,0,0,0,0,0
Create Skyblock Test 0.12,0,162,64,0,0.0,4.813082341792433,0,0,1,0,0,1,1,0.5,3.0,3.0,0.5,0.0,2,1,0,2,1,0,4.103465189601647,0,0,0,0,0,0
stringduperfix-1.4,0,8,64,0,0.0,4.8656054820374175,0,0,0,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1,0,0,1,0,0,3.9477027792200903,0,0,0,0,0,0
ModGlue-1.2.3,0,67,64,0,0.0,4.800392307180759,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,3.546593564294939,0,0,0,0,0,0
skyblock_recipes_1.21.1_0.2,0,129,64,0,0.0,4.173144098507982,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8561962982193796,0,0,0,0,0,0
RCdisk,0,34,64,0,0.0,5.509382545535779,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.584962500721156,0,0,0,0,0,0
fixedanvilrepaircost-1.21.7-3.5,0,31,64,0,0.0,5.1547014853447415,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.324848729602135,0,0,0,0,0,0
bingonet-fabric-1.21.5,0,547,64,0,0.0,5.271851050348133,0,0,1,1,0,3,34,3.0,1.8181818181818181,0.0,0.8181818181818182,0.0,11,0,1,1,2,0,3.9139770731827523,0,1,0,0,0,0
origins-plus-plus-2.3.1,0,1956,64,0,0.0,4.516612669883211,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.675310868912364,0,0,0,0,0,0
aws_dungeon_1.19.3,0,86,64,0,0.0,4.807294138296661,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.725480556997868,0,0,0,0,0,0
GrassOverhaul-Fabric-1.20.1-v25.01.31,0,265,64,0,0.0,4.133421221861896,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,4.175273297885966,0,0,0,0,0,0
[1.7.10] Thaumcraft4Patched-1.0,0,9,64,0,0.0,4.970857102931263,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.235981390822669,0,0,0,0,0,0
IridiumSkyblock-4.1.0,0,2435,64,0,0.0,5.148143480038703,0,0,1,0,0,17,327,5.666666666666667,6.073170731707317,10.4,0.1951219512195122,0.0,41,10,0,3,1,0,4.106603137064474,1,0,0,0,0,0
WorldWeaver 1.0.0,0,24,64,0,0.0,4.354004232939347,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.499227547132693,0,0,0,0,0,0
dungeon_critters-1.3.0,0,238,64,0,0.0,5.233408304862526,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.004886164091843,0,0,0,0,0,0
08169831093c767e4491e5c00ebfb033e747913cf342ff58416a5bb5fd405c1d,43,1784,64,0,0.024103139013452915,5.001297279126091,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.8629975629608078,1,1,0,0,0,1
086b78dad151eb7eaadbd39082a84d36960ebafb3725c306612edb00da02aea0,0,172,64,0,0.0,5.4492549812068125,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.7517138216885826,0,0,0,0,0,1
54ae1fcd2fa08976863696fb4552c567b41b0122cad86766880c57729b6be57b,0,4,64,0,0.0,5.826185872509637,0,0,0,0,0,0,0,0.0,1.5,0.0,1.0,0.0,2,0,0,0,0,0,3.831136625190374,0,1,0,0,0,1
48f6788ba8e0405098152cd2417e68fdb87bfc41665ead3883f1b0d67fec202a,0,3,64,0,0.0,5.085365863406068,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8808920477690365,0,0,0,0,0,1
malware9,0,3,64,0,0.0,3.9733206110319146,0,0,0,0,0,0,0,0.0,6.0,12.0,0.6666666666666666,0.0,3,1,0,0,0,0,2.75,0,0,0,0,0,1
33f731c0fe607aa8747e88b097aa4bf3237385829ea7cbee52e1dde95e64044f,0,4,64,0,0.0,5.0136338211862554,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.859222954832899,0,0,0,0,0,1
ef3e4f0f610739f97b6d1f7c13a91f52f2791a3208178ebaa5820ca6877aab14,0,5,64,0,0.0,4.846871711687493,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8301468699358856,0,0,0,0,0,1
5db38df4341629006728cad2173191b3fe5227af899c313b3ef7d9665ca768ac,0,160,64,0,0.0,5.060414212803182,0,0,0,0,0,1,0,1.0,3.0,5.0,0.001034126163391934,0.0,967,26,0,0,0,0,3.9186021588919653,1,0,0,0,0,1
ec5bce50b85266329e378002c4db38a9d8bd6425cd92f2cb79d152e572c4164d,0,8,64,0,0.0,5.469928104254368,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.837443312595187,0,1,0,0,0,1
087a3b87252a021f6f3696f496d4fd890f28fc31735d8f850aa1184ed7bf59c9,0,1,64,0,0.0,4.3223814310563275,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8747498057655703,0,0,0,0,0,1
8447cba032c74edbaba8189d2776d09cfd917f3b9bed4029e7364a85e7843db2,0,8,64,0,0.0,5.287523444152515,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8607833528033657,0,0,0,0,0,1
05ef869849225755852d83ae2a61ed95f35b7a1799f1b10c1bbe2516176dd62d,0,192,64,0,0.0,4.974608153510215,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8203131892755073,0,1,0,0,0,1
e63fb0371fbd6b1e7c0b9a585995f7104683b49585df2ee02b559b3ecc78574a,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
68b3802c91ff213535e35ad2b0650fcae2c4ae908be2ee4eaf526265b0de9b0d,0,1332,64,0,0.0,4.840376727292515,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.792183985216441,1,1,0,0,0,1
a5c1ebc21997aaf97580f41e5cc5aed79ab17be23795f3e3b0c181a82cbe9cc4,0,1,64,0,0.0,4.3123781222615465,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.751756696105124,0,0,0,0,0,1
f8aeffff0592f57cd49dc203192ade6b903b68011b941d21749045f4f85dadb5,0,43,64,0,0.0,5.312960094796138,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.859876767019874,0,1,0,0,0,1
14bbc47ec13a911c8863b379d1ad30232a59c9d6fe79fa2cc7aae2f94dad879d,0,3,64,0,0.0,5.190149315856504,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.829283158568936,0,0,0,0,0,1
41fcbc99f4cde5934aa31b2eef9e90abea5082aa62493b644fe4adda7096af21,0,3,64,0,0.0,5.954379247671514,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.789358837288565,0,1,0,0,0,1
0a830444a8c87e98ea93f7e726ecf1aa22aa07799bf6d374edc2c5dfdde511f9,0,28,64,0,0.0,5.3171068593531094,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8786778376115945,0,1,0,0,0,1
malware8,41,41,64,0,1.0,4.429892847348465,0,0,0,0,0,2,22,2.0,16.03204272363151,1.1666666666666667,0.025367156208277702,0.9761904761904762,1498,42,0,0,0,0,2.75,1,1,0,0,0,1
a19ea45f6cee707fd3aff5cd8240b9e8c2d812c96d766bab836750cd469f63f8,0,2,64,0,0.0,5.14857076720279,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9293827203902905,0,0,0,0,0,1
9cd35b8ec47e710210622471ad20adbd0558c8e918325b3ad77ae6d8839527be,0,3,64,0,0.0,4.240033984856476,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8317475629608078,0,0,0,0,0,1
bbb4f2db012b18ec442f9717ace9b007b95440756939dc05245cda720d57acbd,0,133,64,0,0.0,5.883975598098945,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7798859001641905,0,1,0,0,0,1
e867fceff6c94157508b6b4f779e5d1ba1e624b10b176f4ca4a9d3db8daa1608,0,79,64,0,0.0,5.5056325469590535,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8751962981346573,0,1,0,0,0,1
87bfc0255d14849743cefe83b8324fc1eb59259be6826cd0d57497e1d7bee178,0,79,64,0,0.0,5.63295505733885,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.827972954832899,0,1,0,0,0,1
9df40109383b4aed847e0211cadb011b0aaf900c0a8f8ac335e247ec2015aaee,0,2,64,0,0.0,4.974466934413469,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.760573241680437,0,0,0,0,0,1
7dc718f7ac91d39f6c1c16ba732c8b5a9fe72a0bf3dcee90c3941f8eace5b85c,0,7,64,0,0.0,5.207111011832348,0,0,0,0,3,43,40,10.0,2.4722222222222223,20.5,0.8518518518518519,0.0,108,2,0,0,1,0,3.848485267751115,0,1,0,0,0,1
960805a3c84b594ac8a7cd42bf661923de188c2f70a83b7b91bbe3f8c84aeee8,0,5206,64,0,0.0,5.173310783028632,0,0,0,0,0,1,306,1.0,3.068452380952381,5.0,0.007936507936507936,0.0,1008,27,0,0,2,0,3.8844164616625156,1,1,0,0,0,1
aa2db3aa7fe73dfd09561bdd2867e95fa8b2563145dbb444183ca860eeaccfdd,0,172,64,0,0.0,5.4491692888059,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.9018644541016574,0,0,0,0,0,1
d27227df279ee367d08b79398b90a46bdbf9adbb432a10329f51f08e47167af5,0,42,64,0,0.0,5.187866989052863,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8253980011394533,0,1,0,0,0,1
86d2ffb39c7a7c8deadf433fe7cbc0a621ec57c271d6bd062cb8a27b0a8dfdc1,0,4,64,0,0.0,5.023096693680996,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8028223224198237,0,0,0,0,0,1
